Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year
C.J. Bryce,UNCW,35,34.3,17.4,6.6,13.6,0.484,1.2,3.6,0.331,3,4.4,0.68,1.7,3.7,5.4,3,0.9,0.2,1.9,2.3,2017
C.J. Burks,MU,37,33.5,17.7,6.7,14,0.478,1.8,5,0.357,2.5,3.3,0.77,0.6,3.3,3.9,2.9,1.8,0.2,3,2.3,2019
C.J. Carter,UNO,29,34.3,16.9,6.1,13.4,0.454,1.7,5.1,0.322,3.1,4.4,0.709,0.4,1.9,2.3,2.7,1.5,0.7,2.9,2.4,2015
C.J. Elleby,WSU,32,33.4,18.4,6.2,15.6,0.396,2.3,6.8,0.339,3.8,4.6,0.823,1.2,6.6,7.8,1.9,1.8,0.8,2.2,2.9,2020
C.J. Fair,SU,34,37.8,16.5,6.4,14.9,0.429,0.7,2.6,0.276,3,4.2,0.725,1.7,4.7,6.4,1.3,1.3,0.8,2.5,2.1,2014
C.J. Fleming,BU,33,34.9,15.5,4.9,11.2,0.441,2.5,6.7,0.382,3.1,3.4,0.903,0.4,2.5,2.9,1.7,0.8,0.1,0.6,1.3,2022
C.J. Garner,LIU,32,35,16.1,5.6,11.2,0.503,0.8,1.9,0.443,4,5.5,0.726,1.3,2.8,4.1,2.5,1.6,0.3,2.1,1.6,2013
C.J. Harris,WF,31,32.8,15.4,4.5,10,0.452,1.9,4.4,0.431,4.5,5.3,0.847,0.3,2,2.3,1.9,0.8,0.1,2.5,2.1,2013
C.J. Jones,MTSU,30,34.3,16.1,5.6,13.2,0.428,2.6,6.5,0.4,2.2,2.6,0.87,0.4,2.4,2.8,1.1,0.8,0.5,1.7,1.9,2020
C.J. Kelly,ALB,14,29.1,14.3,4.6,9.6,0.485,1.9,4.6,0.415,3.1,4.2,0.729,0.5,3.5,4,2,1.1,0.4,2.1,2.6,2021
C.J. Keyser,ODU,32,33,14.3,5.7,13.7,0.414,1.3,3.9,0.328,1.7,2,0.815,0.4,2.3,2.7,1.7,0.6,0.3,2.3,2.3,2022
C.J. Leslie,NCST,35,32.4,15.1,5.5,10.6,0.519,0.1,0.2,0.333,4.1,6.6,0.612,1.9,5.5,7.4,1.5,1,1.2,3,2.5,2013
C.J. Massinburg,UB,35,32.3,18.2,5.7,12.3,0.464,2.7,6.7,0.399,4.1,5.3,0.78,2.2,4.3,6.5,3,1.2,0.3,1.3,1.7,2019
C.J. McCollum,LU,35,33.1,21.9,7.3,16.4,0.443,1.7,5,0.341,5.7,7,0.811,1.4,5.1,6.5,3.5,2.6,0.5,2.3,2.1,2012
C.J. Wilcox,UW,32,34.9,18.3,6.2,13.6,0.453,2.8,7.2,0.391,3.2,3.7,0.873,0.7,3,3.7,2.5,1,1,1.7,2.3,2014
C.J. Williams,HU,33,34.2,18.5,6.5,15.7,0.414,1.5,4.8,0.3,4.1,5.8,0.702,0.8,3.5,4.3,1.2,0.7,0.5,1.7,2.4,2020
Cade Cunningham,OSU,27,35.4,20.1,6.5,14.8,0.438,2.3,5.7,0.4,4.9,5.8,0.846,0.7,5.5,6.2,3.5,1.6,0.8,4,2.5,2021
Caleb Asberry,TSU,29,29.2,13.6,4.3,10,0.433,2.2,5.6,0.387,2.8,3.4,0.82,0.7,3.9,4.6,2.2,1.3,0.5,2.1,2.4,2022
Caleb Daniels,TU,30,33.9,16.9,5.8,13,0.445,1.6,4.5,0.346,3.7,5.4,0.687,1.4,3.9,5.3,3.3,0.8,0.3,2.9,2.9,2019
Caleb Homesley,LIB,30,30.7,15.3,5.7,12.1,0.474,1.7,4.7,0.369,2.1,3.6,0.598,0.5,5.2,5.7,2.4,1.1,0.8,1.5,1.8,2020
Caleb Hunter,MVSU,25,34.6,14,4.9,14.9,0.327,2.6,8.6,0.301,1.7,2.7,0.627,0.7,2.2,2.9,2,1.4,0.1,2.1,2.1,2022
Caleb Love,UNC,39,34.1,15.9,5.1,13.7,0.371,2.4,6.6,0.36,3.4,3.9,0.863,0.2,3.2,3.4,3.6,0.9,0.2,2.7,1.7,2022
Caleb Martin,UNR,34,34.1,19.2,5.9,14.5,0.409,3.1,9.3,0.338,4.3,5.8,0.732,0.9,4.3,5.1,2.8,1.4,0.8,1.9,2.4,2019
Caleb Swanigan,PU,35,32.5,18.5,6.3,12,0.527,1.1,2.4,0.447,4.7,6,0.781,2.7,9.7,12.5,3,0.4,0.8,3.4,2.8,2017
Cam Christon,GSU,24,28.6,13.7,4.5,10,0.452,1.8,4.9,0.368,2.9,4.1,0.707,0.8,4.4,5.2,1.3,1,0.6,2.1,2.9,2021
Cam Davis,USNA,15,32.5,17.1,6,13.6,0.441,1.3,3.7,0.357,3.8,4.9,0.781,0.5,2.3,2.8,2.7,1.5,0.3,1.5,1.4,2021
Cam Holden,TU,34,33.1,13.5,4.5,10.6,0.428,0.6,2.3,0.269,3.9,5.5,0.701,2.7,5.1,7.9,3.1,2,0.2,2.5,2.7,2022
Cam Michael,UNC,29,28.4,12.9,4.4,10.2,0.434,2.3,5.8,0.393,1.8,2.4,0.754,0.3,2.5,2.9,1.3,0.7,0.1,1.3,2.3,2015
Cam Reynolds,TU,31,36,15.1,5.5,13.5,0.408,2,5.6,0.353,2.1,2.9,0.703,1.2,5.2,6.3,2.2,0.8,0.6,1.5,2.5,2018
Cam Shelton,NAU,22,35.6,19.2,6.5,15.6,0.42,1.1,3.3,0.347,5,6.9,0.717,1.1,4.8,5.9,4.2,1.5,0,3.3,2.1,2021
Cam Spencer,L-MD,30,37,18.9,6.9,14.8,0.468,2,5.6,0.353,3,3.5,0.858,0.5,4.3,4.8,3.2,2.3,0.2,1.3,1.5,2022
Cam Thomas,LSU,29,33.9,23,7,17.2,0.406,2.3,7.2,0.325,6.7,7.6,0.882,0.6,2.8,3.4,1.4,0.9,0.2,1.7,1.4,2021
Cameron Ayers,BU,30,34.1,15.4,5.1,12.5,0.412,2.1,5.1,0.408,3,3.5,0.858,0.8,3.6,4.5,1.4,0.9,0.1,1.3,1.3,2014
Cameron Bairstow,UNM,34,32.9,20.4,7,12.5,0.556,0,0.1,0.333,6.4,8.8,0.735,2.2,5.1,7.4,1.6,0.6,1.5,2,2.1,2014
Cameron Clark,OU,33,27.7,15.6,5.8,12.5,0.462,1.1,2.6,0.435,3,3.8,0.798,1.3,4.2,5.5,1.1,1,0.4,1.3,2.6,2014
Cameron Forte,PSU,31,29.3,19.2,7.9,13.6,0.58,0,0.1,0.5,3.5,6.3,0.552,3.4,5.9,9.3,2.6,1,0.5,3.2,2.1,2016
Cameron Golden,ASU,29,35,13.7,4.6,12.6,0.363,2.1,6.8,0.31,2.4,3.4,0.707,0.5,2.6,3.1,2.7,1.7,0.2,2.2,1.9,2015
Cameron Healy,ALB,31,30.4,14.2,4.4,11.4,0.386,2.6,7.3,0.356,2.9,3.2,0.908,0.3,3.7,4,2.2,0.8,0.2,2.4,1.6,2020
Cameron Henry,ISU,28,29.9,14.3,5.4,11.4,0.473,1.1,3.3,0.333,2.4,3.4,0.716,0.8,4.7,5.5,2.9,1.1,0.5,3.3,3,2022
Cameron Jackson,WC,35,23.3,14.5,5.7,9.9,0.573,0.2,0.6,0.4,2.9,4.7,0.616,2.6,5,7.6,2.8,1.5,1,2.1,2.8,2019
Cameron Johnson,SFA,21,30.6,15.3,5.6,10.6,0.532,1.2,3.1,0.379,2.9,4.2,0.693,0.7,3.8,4.5,1.9,1.2,0.2,2,2,2021
Cameron Jones,RU,31,28.8,14.9,5.5,12.5,0.442,2.4,6.3,0.385,1.5,1.9,0.763,1.5,3,4.5,1.4,0.6,0.3,1.8,1.8,2016
Cameron Krutwig,L-IL,30,28.5,15,6.4,11.1,0.574,0,0,0,2.2,3.3,0.684,2.4,4.6,7,3,1.1,1.1,2.1,1.2,2021
Cameron Moore,UAB,31,35.8,16.1,6.3,13,0.483,0.2,0.7,0.217,3.3,5.4,0.613,2.8,7.6,10.5,1.3,0.6,2.4,2.1,2,2012
Cameron Morse,YSU,32,32,15.4,5.4,14.6,0.373,2.5,7.4,0.333,2,2.6,0.783,0.3,1.9,2.3,3.9,1.1,0.2,2,1.4,2018
Cameron Oliver,UNR,35,31.9,16,5.8,12.4,0.465,1.9,4.9,0.384,2.6,3.7,0.692,1.6,7.1,8.7,1.8,0.8,2.6,2.4,2.9,2017
Cameron Payne,MSU,35,32.2,20.2,7,15.3,0.456,2.4,6.4,0.377,3.8,4.8,0.787,0.6,3.1,3.7,6,1.9,0.5,2.5,2.1,2015
Cameron Tyson,SEA,31,29.1,14.7,5,12.7,0.392,3.4,9,0.376,1.3,1.5,0.851,1.3,3.9,5.2,0.9,0.5,0.1,1.3,3,2022
Cameron Young,QU,31,35.9,23.5,7.2,14.9,0.482,3.4,7.7,0.437,5.8,7.6,0.766,1,4.1,5.1,1.9,1.1,0.3,2.9,2.2,2019
Camren Hunter,UCA,30,32.5,14.1,5.2,11.6,0.447,0.8,3.3,0.25,2.9,3.6,0.815,1.9,3,4.9,3.4,1.5,0.5,2.9,1.9,2022
Camren Wynter,DREX,29,34.8,15.8,6.1,14.1,0.434,1.2,4.3,0.278,2.3,2.7,0.861,0.7,4.6,5.3,4.6,0.8,0,2.4,2.2,2022
Camron Justice,WKU,30,32.6,14.7,4.9,11.4,0.426,2.5,6.7,0.378,2.5,3.1,0.796,0.1,3.3,3.4,3.2,1.6,0.1,2.4,1.6,2022
Cane Broome,SHU,30,37.5,23.1,7.9,17.7,0.445,2.2,7.1,0.311,5.2,6.8,0.768,0.6,4.4,4.9,2.9,1.7,0,3.8,2.4,2016
Carl Jones,SJU,30,34.2,14.7,4.8,11.7,0.407,2.1,5.7,0.366,3.1,4.6,0.674,0.3,2.3,2.7,2.6,0.9,0.2,2,1.2,2013
Carl Pierre,RU,33,33.8,15.4,5.5,11.6,0.469,2.9,7.3,0.404,1.5,2,0.785,0.8,3.9,4.7,1.7,0.7,0.2,1.1,1.2,2022
Carlik Jones,U of L,19,37.6,16.8,5.9,14.8,0.402,0.9,2.9,0.321,3.9,4.8,0.815,0.7,4.2,4.9,4.5,1.4,0.1,2.1,1.8,2021
Carlos Dotson,WCU,30,27.2,15.5,6,9.8,0.61,0,0,0,3.5,6.2,0.573,2.8,6.9,9.7,1.9,0.6,0.2,2.7,2.8,2020
Carlos Johnson,GCU,30,33.1,15.5,5.3,11.7,0.453,1.5,4.3,0.352,3.4,4.5,0.743,0.9,4.2,5.1,1.5,1,0.4,2.4,2.7,2020
Carrick Felix,ASU,35,35.3,14.6,5.4,10.8,0.5,1.5,4,0.374,2.3,3.5,0.664,2.1,6.1,8.1,1.6,1.4,1.1,2,3,2013
Carrington Love,UWGB,36,32.6,17.3,5.7,13.5,0.421,2.4,6.8,0.347,3.6,6.1,0.596,0.6,2.2,2.7,3.6,2.6,0.3,1.7,1.9,2016
Carsen Edwards,PU,36,35.4,24.3,7.7,19.5,0.394,3.8,10.6,0.355,5.1,6.1,0.837,0.4,3.2,3.6,2.9,1.3,0.3,3.1,2,2019
Carson Puriefoy,SB,33,33.7,14.9,4.7,12.1,0.392,2.5,6.3,0.397,3,3.8,0.772,0.6,2.6,3.2,3.1,1.2,0.4,2.5,2.3,2016
Carson Williams,WKU,30,34.1,14,5,9,0.557,0.8,2,0.39,3.2,4.3,0.75,2.3,4.3,6.6,1.7,1.1,0.8,1.5,1.8,2020
Carter Hendricksen,UNF,33,31.9,14.9,4.9,11.6,0.426,2.5,6.9,0.368,2.5,3,0.827,1.4,5.7,7.1,1.8,0.4,0.2,1.1,2.3,2020
Casey Cantey,AAMU,28,25.5,13.5,4.5,10.8,0.416,1,3.6,0.277,3.5,4.8,0.719,0.8,2.6,3.4,1.6,1.4,0.6,3.4,2.4,2012
Casey Jones,UTC,32,29.5,14.2,5.3,10.1,0.519,0.1,0.4,0.25,3.6,5.1,0.71,2.5,4.5,7,1.8,1.2,1.2,2.7,2.6,2015
Casey Prather,UF,37,27.9,13.8,5.1,8.5,0.603,0.1,0.1,0.4,3.5,5.1,0.679,1.9,3,5,1.6,1,0.5,2.2,2.1,2014
Casey Walker,DESU,29,37.4,13.3,4.7,11.4,0.409,2.6,7.1,0.369,1.3,1.9,0.722,1.1,2.8,3.8,0.8,0.9,0.5,1.1,2.6,2012
Casper Ware,LBSU,34,33.7,17.4,5.6,13.9,0.401,2.8,7.8,0.356,3.5,4.4,0.793,0.4,2,2.4,3.4,1.4,0.1,2.4,1.9,2012
Cassius Winston,MSU,30,32.6,18.6,6.2,13.8,0.448,2.4,5.6,0.432,3.8,4.5,0.852,0.2,2.3,2.5,5.9,1.2,0,3.2,2,2020
Cat Barber,NCST,33,38.7,23.5,7.5,17.3,0.434,1.3,3.6,0.361,7.2,8.3,0.865,0.6,3.9,4.6,4.5,0.6,0.1,2.6,2.2,2016
Cecil Williams,CMU,36,30.2,14.9,5,10.7,0.469,0.6,2.1,0.303,4.3,5.5,0.777,1.6,4.9,6.5,2.6,1,1,2.8,2.9,2018
Cedric Blossom,MSU,26,32.8,15,5.7,11.3,0.509,0.1,0.6,0.188,3.4,5.2,0.654,2.2,4.4,6.6,1,0.8,0,1.7,2.3,2016
Cedric Hankerson,BU,29,33.9,15.9,4.2,10.6,0.395,2.5,6.3,0.396,5,7.5,0.673,0.7,3.8,4.5,2.6,1.8,0.1,2.7,2.9,2015
"Cedric Henderson, Jr.",CAM,29,33.8,14,5.6,11.3,0.498,1.3,3.4,0.38,1.5,2.3,0.652,1,4.6,5.6,1.6,1,0.5,1.7,2.5,2022
Cedric Kuakumensah,BU,28,29.7,14,5.3,11.2,0.468,1.1,2.6,0.432,2.3,3.3,0.707,2.6,7,9.6,1.2,0.3,2.7,2.3,2.6,2016
Cedric Russell,LA,26,33.5,17.2,5.8,14,0.419,2.9,7.3,0.4,2.5,3.3,0.767,0.4,2.8,3.2,1.2,0.5,0,2.5,1.8,2021
Ceola Clark,WIU,32,37.4,13.3,4.3,9.5,0.449,2.7,5.8,0.462,2.1,2.8,0.733,0.8,2.9,3.6,4.7,1.6,0.1,1.7,1.6,2012
Chad Frazier,UAB,31,35.3,17.7,5.5,13.7,0.401,2,5.8,0.339,4.8,6.5,0.729,0.5,2.8,3.3,4.3,1.1,0.3,4,2,2014
Chad Lott,HU,30,30.4,14.2,5.7,11.8,0.482,0.5,1.2,0.429,2.3,3.4,0.68,1.4,3.6,5.1,2.3,0.7,0.7,3,2.4,2019
Chance Hunter,LBSU,32,26.8,13.9,5.2,11.4,0.453,1.8,4.3,0.417,1.8,2.8,0.636,1,4,5,1,0.6,0.2,2.2,2.6,2020
